iter	Tweedie:variance_power=1.35
562	86893.93443
563	86893.42538
564	86892.88918
565	86892.45716
566	86891.77062
567	86891.37954
568	86890.76853
569	86890.14894
570	86889.42764
571	86888.91003
572	86888.45978
573	86887.94026
574	86887.38149
575	86886.95546
576	86886.14433
577	86885.69489
578	86884.88049
579	86884.26505
580	86883.74002
581	86883.31093
582	86882.91107
583	86882.37446
584	86881.8319
585	86881.27016
586	86880.80765
587	86880.25064
588	86879.81357
589	86879.05884
590	86878.61924
591	86878.3053
592	86877.66455
593	86877.09803
594	86876.61769
595	86876.12883
596	86875.518
597	86874.93233
598	86874.49768
599	86873.7384
600	86873.24112
601	86872.81191
602	86872.27916
603	86871.74403
604	86871.06666
605	86870.45466
606	86870.17048
607	86869.69707
608	86869.3962
609	86869.06484
610	86868.65912
611	86868.08886
612	86867.57189
613	86867.2934
614	86866.85225
615	86866.49837
616	86866.04783
617	86865.49849
618	86865.12681
619	86864.63062
620	86863.97014
621	86863.5746
622	86863.1474
623	86862.74758
624	86862.26002
625	86861.70932
626	86861.32592
627	86860.91786
628	86860.43329
629	86859.97923
630	86859.47737
631	86859.03738
632	86858.58291
633	86858.22103
634	86857.71456
635	86857.30249
636	86856.93474
637	86856.49572
638	86856.0959
639	86855.52313
640	86855.09829
641	86854.65772
642	86854.21691
643	86853.74945
644	86853.33976
645	86852.9793
646	86852.62006
647	86852.34835
648	86851.90279
649	86851.57033
650	86851.09568
651	86850.72612
652	86850.35333
653	86849.93835
654	86849.48701
655	86849.20306
656	86848.82761
657	86848.36191
658	86847.88621
659	86847.42374
660	86847.07468
661	86846.8909
662	86846.55596
663	86846.17578
664	86845.74638
665	86845.37964
666	86845.02452
667	86844.5203
668	86844.26733
669	86843.77829
670	86843.43424
671	86843.11289
672	86842.566
673	86842.09453
674	86841.55741
675	86841.07779
676	86840.65223
677	86840.3574
678	86839.89333
679	86839.55652
680	86839.25735
681	86839.03794
682	86838.75001
683	86838.39945
684	86837.86711
685	86837.48146
686	86837.21171
687	86836.93901
688	86836.57845
689	86836.14612
690	86835.8522
691	86835.68581
692	86835.2388
693	86834.81722
694	86834.46444
695	86834.07667
696	86833.77766
697	86833.44098
698	86833.23429
699	86832.86027
700	86832.60092
701	86832.31779
702	86831.77392
703	86831.29875
704	86830.99965
705	86830.60144
706	86830.10641
707	86829.90417
708	86829.26403
709	86828.84988
710	86828.27083
711	86827.92262
712	86827.56559
713	86827.23863
714	86826.97561
715	86826.5056
716	86826.3682
717	86826.06356
718	86825.7812
719	86825.51507
720	86825.17452
721	86824.92886
722	86824.53406
723	86824.15595
724	86823.6893
725	86823.49342
726	86823.19482
727	86822.92429
728	86822.41484
729	86822.09889
730	86821.73175
731	86821.38282
732	86820.87413
733	86820.45957
734	86820.14201
735	86819.75438
736	86819.46859
737	86819.11284
738	86818.76136
739	86818.39455
740	86818.18135
741	86817.94885
742	86817.6434
743	86817.30143
744	86817.11071
745	86816.70594
746	86816.39245
747	86816.0801
748	86815.62055
749	86815.31516
750	86815.0195
751	86814.78142
752	86814.28923
753	86814.02565
754	86813.79016
755	86813.48969
756	86813.20016
757	86812.84229
758	86812.50446
759	86812.19313
760	86811.91154
761	86811.63521
762	86811.29529
763	86810.96276
764	86810.65061
765	86810.42848
766	86810.21094
767	86809.99772
768	86809.76867
769	86809.44076
770	86809.15824
771	86808.89856
772	86808.62089
773	86808.35234
774	86808.07492
775	86807.83821
776	86807.47863
777	86807.27394
778	86806.88415
779	86806.60797
780	86806.36919
781	86806.1184
782	86805.92547
783	86805.56551
784	86805.41414
785	86804.98461
786	86804.45967
787	86804.24587
788	86803.95528
789	86803.58962
790	86803.13835
791	86802.79695
792	86802.4634
793	86802.20601
794	86801.87171
795	86801.56221
796	86801.31953
797	86801.06664
798	86800.86015
799	86800.5749
800	86800.39371
801	86800.07797
802	86799.84572
803	86799.62133
804	86799.29145
805	86798.97931
806	86798.7324
807	86798.4861
808	86798.22202
809	86798.02825
810	86797.72684
811	86797.54102
812	86797.24579
813	86797.00335
814	86796.71861
815	86796.32766
816	86795.9317
817	86795.66059
818	86795.44687
819	86795.19813
820	86794.88954
821	86794.53011
822	86794.29832
823	86794.03021
824	86793.76755
825	86793.52398
826	86793.13508
827	86792.92763
828	86792.61131
829	86792.32783
830	86792.08642
831	86791.81182
832	86791.49006
833	86791.22359
834	86791.02195
835	86790.65557
836	86790.44605
837	86790.04493
838	86789.82841
839	86789.6072
840	86789.31282
841	86789.08146
842	86788.74635
843	86788.50838
844	86788.09567
845	86787.87086
846	86787.72847
847	86787.42043
848	86786.94101
849	86786.64596
850	86786.37196
851	86786.14763
852	86785.86119
853	86785.68675
854	86785.53382
855	86785.1822
856	86784.99984
857	86784.71485
858	86784.51691
859	86784.30113
860	86784.07184
861	86783.94664
862	86783.75402
863	86783.43211
864	86783.09846
865	86782.89784
866	86782.74222
867	86782.41082
868	86782.2189
869	86781.9719
870	86781.73806
871	86781.49973
872	86781.16618
873	86780.95771
874	86780.75957
875	86780.41994
876	86780.21471
877	86780.08648
878	86779.75598
879	86779.48777
880	86779.26195
881	86779.05633
882	86778.72571
883	86778.45655
884	86778.0841
885	86777.84461
886	86777.63028
887	86777.36486
888	86777.04216
889	86776.77353
890	86776.66979
891	86776.56297
892	86776.35277
893	86775.99515
894	86775.68256
895	86775.27788
896	86774.99738
897	86774.79323
898	86774.46436
899	86774.16319
900	86773.69929
901	86773.37435
902	86773.15313
903	86772.94837
904	86772.8318
905	86772.60446
906	86772.46835
907	86772.20129
908	86771.93703
909	86771.65984
910	86771.37237
911	86771.2769
912	86770.96438
913	86770.61985
914	86770.51953
915	86770.30743
916	86770.06138
917	86769.86398
918	86769.59434
919	86769.32301
920	86768.94978
921	86768.58374
922	86768.41974
923	86768.23182
924	86768.11799
925	86767.8364
926	86767.53077
927	86767.19621
928	86766.95268
929	86766.67819
930	86766.35538
931	86766.19987
932	86766.03896
933	86765.83343
934	86765.61151
935	86765.45131
936	86765.19167
937	86765.00543
938	86764.76486
939	86764.55097
940	86764.27055
941	86763.95893
942	86763.8775
943	86763.62267
944	86763.47087
945	86763.32511
946	86763.11693
947	86762.93039
948	86762.78014
949	86762.67019
950	86762.38366
951	86762.2775
952	86762.05993
953	86761.84999
954	86761.56992
955	86761.41081
956	86761.18564
957	86760.8649
958	86760.76791
959	86760.64199
960	86760.50875
961	86760.29852
962	86760.05774
963	86759.72043
964	86759.51445
965	86759.28776
966	86758.97675
967	86758.82443
968	86758.66446
969	86758.45938
970	86758.24696
971	86758.01788
972	86757.80064
973	86757.50679
974	86757.32804
975	86757.09756
976	86756.95005
977	86756.68756
978	86756.46084
979	86756.30751
980	86756.08532
981	86755.84338
982	86755.63577
983	86755.48999
984	86755.12926
985	86754.9394
986	86754.79667
987	86754.66348
988	86754.52987
989	86754.35968
990	86754.19018
991	86753.998
992	86753.7867
993	86753.57095
994	86753.42752
995	86753.31713
996	86752.99633
997	86752.78395
998	86752.56178
999	86752.33473
1000	86752.1086
1001	86751.86987
1002	86751.62054
1003	86751.38102
1004	86751.20117
1005	86750.8472
1006	86750.61605
1007	86750.41335
1008	86750.07186
1009	86749.86236
1010	86749.68383
1011	86749.44144
1012	86749.35361
1013	86749.23855
1014	86749.14684
1015	86748.97691
1016	86748.86335
1017	86748.67748
1018	86748.54136
1019	86748.35271
1020	86748.21116
1021	86747.93736
1022	86747.67031
1023	86747.58372
1024	86747.43661
1025	86747.1808
1026	86746.87718
1027	86746.69961
1028	86746.55749
1029	86746.41451
1030	86746.16453
1031	86745.95467
1032	86745.66674
1033	86745.33509
1034	86745.17077
1035	86745.00861
1036	86744.7913
1037	86744.58715
1038	86744.41135
1039	86744.22548
1040	86744.04942
1041	86743.87756
1042	86743.75841
1043	86743.60588
1044	86743.50107
1045	86743.35617
1046	86743.13484
1047	86742.86362
1048	86742.61073
1049	86742.43175
1050	86742.27426
1051	86742.13081
1052	86741.84399
1053	86741.58538
1054	86741.39064
1055	86741.23502
1056	86740.98633
1057	86740.8374
1058	86740.75333
1059	86740.6294
1060	86740.41619
1061	86740.22669
1062	86739.99085
1063	86739.68781
1064	86739.55422
1065	86739.37007
1066	86739.12665
1067	86738.95273
1068	86738.76009
1069	86738.66281
1070	86738.5206
1071	86738.23646
1072	86738.01546
1073	86737.83236
1074	86737.67885
1075	86737.41516
1076	86737.17488
1077	86737.01546
1078	86736.66242
1079	86736.52135
1080	86736.34534
1081	86736.12266
1082	86735.93642
1083	86735.73439
1084	86735.57041
1085	86735.44784
1086	86735.33891
1087	86735.17158
1088	86735.00359
1089	86734.81319
1090	86734.61444
1091	86734.43321
1092	86734.30561
1093	86734.23168
1094	86734.07057
1095	86733.92114
1096	86733.81933
1097	86733.52546
1098	86733.4117
1099	86733.28829
1100	86733.21367
1101	86733.09654
1102	86732.87253
1103	86732.69842
1104	86732.48757
1105	86732.4119
1106	86732.19441
1107	86731.92376
1108	86731.76065
1109	86731.58712
1110	86731.44653
1111	86731.18182
1112	86730.8895
1113	86730.68331
1114	86730.37926
1115	86730.14803
1116	86729.95444
1117	86729.75827
1118	86729.61793
1119	86729.48696
1120	86729.21839
1121	86728.99517
1122	86728.84665
1123	86728.62733
1124	86728.45303
1125	86728.30216
1126	86728.09762
1127	86727.91654
1128	86727.78689
1129	86727.5226
1130	86727.40098
1131	86727.25042
1132	86727.04424
1133	86726.89705
1134	86726.68555
1135	86726.51359
1136	86726.36268
1137	86726.1861
1138	86726.05415
1139	86725.74402
1140	86725.62589
1141	86725.47149
1142	86725.35866
1143	86725.2073
1144	86725.08725
1145	86724.92426
1146	86724.76448
1147	86724.53705
1148	86724.4169
1149	86724.32092
1150	86724.14863
1151	86723.91445
1152	86723.71604
1153	86723.52022
1154	86723.26247
1155	86723.07475
1156	86722.86665
1157	86722.70695
1158	86722.58834
1159	86722.33112
1160	86722.15875
1161	86721.91547
1162	86721.68173
1163	86721.49289
1164	86721.34845
1165	86721.15491
1166	86720.88209
1167	86720.7122
1168	86720.51376
1169	86720.34259
1170	86720.157
1171	86720.02958
1172	86719.94134
1173	86719.78213
1174	86719.6066
1175	86719.43116
1176	86719.29263
1177	86719.1645
1178	86719.02037
1179	86718.91301
1180	86718.75162
1181	86718.61824
1182	86718.37077
1183	86718.13293
1184	86718.00859
1185	86717.70134
1186	86717.50332
1187	86717.28438
1188	86717.13701
1189	86717.01416
1190	86716.90972
1191	86716.75881
1192	86716.67744
1193	86716.51379
1194	86716.35837
1195	86716.10331
1196	86715.96983
1197	86715.80914
1198	86715.62172
1199	86715.50471
1200	86715.4472
1201	86715.2441
1202	86715.11461
1203	86715.05256
1204	86714.99656
1205	86714.91501
1206	86714.76339
1207	86714.59931
1208	86714.46969
1209	86714.37999
1210	86714.2648
1211	86714.08552
1212	86713.87203
1213	86713.6455
1214	86713.54185
1215	86713.36309
1216	86713.25758
1217	86713.13557
1218	86712.98566
1219	86712.82091
1220	86712.61277
1221	86712.48098
1222	86712.33346
1223	86712.15415
1224	86711.96071
1225	86711.85417
1226	86711.65323
1227	86711.44851
1228	86711.34572
1229	86711.24151
1230	86711.0368
1231	86710.89572
1232	86710.74583
1233	86710.63137
1234	86710.42843
1235	86710.34365
1236	86710.24871
1237	86710.12
1238	86709.98361
1239	86709.846
1240	86709.72091
1241	86709.5175
1242	86709.43098
1243	86709.32568
1244	86709.14588
1245	86709.03516
1246	86708.85065
1247	86708.7418
1248	86708.51798
1249	86708.26083
1250	86708.14991
1251	86708.03585
1252	86707.93017
1253	86707.75784
1254	86707.6449
1255	86707.47844
1256	86707.39502
1257	86707.11189
1258	86706.98453
1259	86706.93995
1260	86706.7458
1261	86706.63053
1262	86706.53607
1263	86706.31832
1264	86706.18437
1265	86705.97893
1266	86705.8942
1267	86705.74232
1268	86705.59918
1269	86705.48045
1270	86705.39623
1271	86705.25216
1272	86705.0244
1273	86704.89656
1274	86704.78753
1275	86704.54952
1276	86704.37328
1277	86704.22611
1278	86704.07606
1279	86703.97583
1280	86703.80524
1281	86703.61653
1282	86703.51407
1283	86703.36892
1284	86703.18816
1285	86703.04022
1286	86702.86447
1287	86702.77918
1288	86702.69737
1289	86702.5885
1290	86702.39797
1291	86702.21684
1292	86702.08461
1293	86701.93847
1294	86701.75456
1295	86701.56702
1296	86701.35477
1297	86701.2651
1298	86701.13675
1299	86701.0562
1300	86700.84203
1301	86700.76431
1302	86700.65001
1303	86700.54861
1304	86700.36639
1305	86700.24502
1306	86700.11704
1307	86699.99176
1308	86699.88971
1309	86699.76569
1310	86699.52232
1311	86699.37499
1312	86699.16138
1313	86699.01037
1314	86698.92795
1315	86698.78854
1316	86698.66922
1317	86698.49138
1318	86698.36788
1319	86698.1662
1320	86698.04631
1321	86697.90053
1322	86697.78649
1323	86697.58529
1324	86697.38861
1325	86697.25408
1326	86697.14325
1327	86697.04088
1328	86696.96023
1329	86696.86486
1330	86696.78979
1331	86696.62166
1332	86696.38184
1333	86696.26105
1334	86696.08492
1335	86695.95375
1336	86695.86568
1337	86695.76419
1338	86695.63501
1339	86695.56975
1340	86695.4893
1341	86695.23609
1342	86695.06971
1343	86694.99847
1344	86694.83439
1345	86694.73245
1346	86694.49484
1347	86694.33081
1348	86694.21001
1349	86694.08597
1350	86693.94038
1351	86693.82418
1352	86693.73328
1353	86693.58996
1354	86693.50459
1355	86693.40547
1356	86693.2385
1357	86693.17268
1358	86692.99772
1359	86692.88606
1360	86692.72875
1361	86692.59879
1362	86692.50181
1363	86692.39346
1364	86692.33888
1365	86692.18038
1366	86692.10424
1367	86691.95417
1368	86691.85209
1369	86691.79742
1370	86691.7434
1371	86691.56061
1372	86691.34481
1373	86691.21261
1374	86691.03046
1375	86690.94196
1376	86690.79314
1377	86690.74999
1378	86690.60643
1379	86690.46497
1380	86690.33833
1381	86690.2404
1382	86690.04636
1383	86689.81476
1384	86689.72213
1385	86689.55804
1386	86689.39309
1387	86689.2378
1388	86689.0783
1389	86688.93145
1390	86688.78721
1391	86688.64522
1392	86688.52508
1393	86688.4433
1394	86688.28153
1395	86688.20902
1396	86688.14677
1397	86688.03385
1398	86687.87729
1399	86687.75711
1400	86687.60623
1401	86687.43178
1402	86687.33831
1403	86687.2381
1404	86687.12336
1405	86687.03543
1406	86686.99331
1407	86686.90935
1408	86686.80004
1409	86686.63832
1410	86686.51214
1411	86686.40505
1412	86686.29722
1413	86686.19929
1414	86686.1161
1415	86685.974
1416	86685.84023
1417	86685.70911
1418	86685.59715
1419	86685.50584
1420	86685.31012
1421	86685.23616
1422	86685.15683
1423	86685.07324
1424	86684.95239
1425	86684.8479
1426	86684.70288
1427	86684.59403
1428	86684.44681
1429	86684.36786
1430	86684.24105
1431	86684.05286
1432	86683.88771
1433	86683.74253
1434	86683.69599
1435	86683.548
1436	86683.48008
1437	86683.39119
1438	86683.3016
1439	86683.17298
1440	86683.03679
1441	86682.9914
1442	86682.90948
1443	86682.8527
1444	86682.70091
1445	86682.50338
1446	86682.33538
1447	86682.30295
1448	86682.16133
1449	86682.09497
1450	86681.9722
1451	86681.90375
1452	86681.75299
1453	86681.65784
1454	86681.58488
1455	86681.49301
1456	86681.41104
1457	86681.31555
1458	86681.2596
1459	86681.12905
1460	86680.99015
1461	86680.90335
1462	86680.81058
1463	86680.6509
1464	86680.48415
1465	86680.34178
1466	86680.30896
1467	86680.10788
1468	86679.98652
1469	86679.89045
1470	86679.82579
1471	86679.77732
1472	86679.64425
1473	86679.55506
1474	86679.49829
1475	86679.25395
1476	86679.09944
1477	86678.97851
1478	86678.86455
1479	86678.75621
1480	86678.66463
1481	86678.58898
1482	86678.43634
1483	86678.36029
1484	86678.23242
1485	86678.15693
1486	86678.08453
1487	86677.94061
1488	86677.74279
1489	86677.66367
1490	86677.52628
1491	86677.40523
1492	86677.22486
1493	86677.07326
1494	86676.90936
1495	86676.87521
1496	86676.75013
1497	86676.6482
1498	86676.47051
1499	86676.37429
